image_a,image_b,label,identity_a,identity_b,pair_type,cosine_similarity
D:\biztech\preprocessed_images\person_388\img_01.jpg,D:\biztech\preprocessed_images\person_388\img_04.jpg,1,person_388,person_388,positive,0.815489
D:\biztech\preprocessed_images\person_047\img_10.jpg,D:\biztech\preprocessed_images\person_047\img_13.jpg,1,person_047,person_047,positive,0.364406
D:\biztech\preprocessed_images\person_090\img_09.jpg,D:\biztech\preprocessed_images\person_090\img_13.jpg,1,person_090,person_090,positive,0.668580
D:\biztech\preprocessed_images\person_160\img_07.jpg,D:\biztech\preprocessed_images\person_160\img_08.jpg,1,person_160,person_160,positive,0.802833
D:\biztech\preprocessed_images\person_221\img_03.jpg,D:\biztech\preprocessed_images\person_105\img_03.jpg,0,person_221,person_105,negative,0.052514
D:\biztech\preprocessed_images\person_045\img_08.jpg,D:\biztech\preprocessed_images\person_045\img_20.jpg,1,person_045,person_045,positive,0.796052
D:\biztech\preprocessed_images\person_587\img_02.jpg,D:\biztech\preprocessed_images\person_587\img_04.jpg,1,person_587,person_587,positive,0.675379
D:\biztech\preprocessed_images\person_100\img_07.jpg,D:\biztech\preprocessed_images\person_100\img_13.jpg,1,person_100,person_100,positive,0.635633
D:\biztech\preprocessed_images\person_285\img_04.jpg,D:\biztech\preprocessed_images\person_215\img_02.jpg,0,person_285,person_215,negative,0.114253
D:\biztech\preprocessed_images\person_270\img_02.jpg,D:\biztech\preprocessed_images\person_105\img_08.jpg,0,person_270,person_105,negative,-0.149971
D:\biztech\preprocessed_images\person_028\img_20.jpg,D:\biztech\preprocessed_images\person_028\img_27.jpg,1,person_028,person_028,positive,0.870618
D:\biztech\preprocessed_images\person_218\img_06.jpg,D:\biztech\preprocessed_images\person_277\img_01.jpg,0,person_218,person_277,negative,-0.349109
D:\biztech\preprocessed_images\person_224\img_03.jpg,D:\biztech\preprocessed_images\person_031\img_26.jpg,0,person_224,person_031,negative,0.371192
D:\biztech\preprocessed_images\person_143\img_11.jpg,D:\biztech\preprocessed_images\person_605\img_02.jpg,0,person_143,person_605,negative,0.276068
D:\biztech\preprocessed_images\person_465\img_02.jpg,D:\biztech\preprocessed_images\person_282\img_06.jpg,0,person_465,person_282,negative,0.161896
D:\biztech\preprocessed_images\person_587\img_03.jpg,D:\biztech\preprocessed_images\person_349\img_02.jpg,0,person_587,person_349,negative,-0.248694
D:\biztech\preprocessed_images\person_277\img_01.jpg,D:\biztech\preprocessed_images\person_277\img_02.jpg,1,person_277,person_277,positive,0.848609
D:\biztech\preprocessed_images\person_026\img_11.jpg,D:\biztech\preprocessed_images\person_026\img_28.jpg,1,person_026,person_026,positive,0.481973
D:\biztech\preprocessed_images\person_045\img_07.jpg,D:\biztech\preprocessed_images\person_559\img_01.jpg,0,person_045,person_559,negative,0.242346
D:\biztech\preprocessed_images\person_176\img_03.jpg,D:\biztech\preprocessed_images\person_471\img_01.jpg,0,person_176,person_471,negative,-0.016457
D:\biztech\preprocessed_images\person_026\img_03.jpg,D:\biztech\preprocessed_images\person_026\img_05.jpg,1,person_026,person_026,positive,0.427472
D:\biztech\preprocessed_images\person_095\img_06.jpg,D:\biztech\preprocessed_images\person_095\img_12.jpg,1,person_095,person_095,positive,0.437652
D:\biztech\preprocessed_images\person_274\img_06.jpg,D:\biztech\preprocessed_images\person_096\img_12.jpg,0,person_274,person_096,negative,0.040134
D:\biztech\preprocessed_images\person_074\img_03.jpg,D:\biztech\preprocessed_images\person_074\img_15.jpg,1,person_074,person_074,positive,0.879506
D:\biztech\preprocessed_images\person_388\img_04.jpg,D:\biztech\preprocessed_images\person_128\img_01.jpg,0,person_388,person_128,negative,0.149317
D:\biztech\preprocessed_images\person_068\img_11.jpg,D:\biztech\preprocessed_images\person_068\img_14.jpg,1,person_068,person_068,positive,0.714647
D:\biztech\preprocessed_images\person_026\img_13.jpg,D:\biztech\preprocessed_images\person_026\img_15.jpg,1,person_026,person_026,positive,0.597220
D:\biztech\preprocessed_images\person_105\img_05.jpg,D:\biztech\preprocessed_images\person_105\img_06.jpg,1,person_105,person_105,positive,0.503258
D:\biztech\preprocessed_images\person_297\img_03.jpg,D:\biztech\preprocessed_images\person_297\img_04.jpg,1,person_297,person_297,positive,0.585424
D:\biztech\preprocessed_images\person_389\img_04.jpg,D:\biztech\preprocessed_images\person_160\img_05.jpg,0,person_389,person_160,negative,-0.247327
D:\biztech\preprocessed_images\person_096\img_08.jpg,D:\biztech\preprocessed_images\person_090\img_12.jpg,0,person_096,person_090,negative,-0.269315
D:\biztech\preprocessed_images\person_058\img_01.jpg,D:\biztech\preprocessed_images\person_058\img_11.jpg,1,person_058,person_058,positive,0.104909
D:\biztech\preprocessed_images\person_439\img_02.jpg,D:\biztech\preprocessed_images\person_033\img_23.jpg,0,person_439,person_033,negative,0.024266
D:\biztech\preprocessed_images\person_160\img_07.jpg,D:\biztech\preprocessed_images\person_160\img_09.jpg,1,person_160,person_160,positive,0.691768
D:\biztech\preprocessed_images\person_176\img_05.jpg,D:\biztech\preprocessed_images\person_218\img_06.jpg,0,person_176,person_218,negative,0.129401
D:\biztech\preprocessed_images\person_229\img_04.jpg,D:\biztech\preprocessed_images\person_229\img_06.jpg,1,person_229,person_229,positive,0.772000
D:\biztech\preprocessed_images\person_364\img_01.jpg,D:\biztech\preprocessed_images\person_433\img_01.jpg,0,person_364,person_433,negative,-0.022140
D:\biztech\preprocessed_images\person_605\img_02.jpg,D:\biztech\preprocessed_images\person_470\img_04.jpg,0,person_605,person_470,negative,-0.251726
D:\biztech\preprocessed_images\person_587\img_04.jpg,D:\biztech\preprocessed_images\person_368\img_02.jpg,0,person_587,person_368,negative,-0.064317
D:\biztech\preprocessed_images\person_105\img_10.jpg,D:\biztech\preprocessed_images\person_105\img_11.jpg,1,person_105,person_105,positive,0.907418
D:\biztech\preprocessed_images\person_160\img_01.jpg,D:\biztech\preprocessed_images\person_160\img_04.jpg,1,person_160,person_160,positive,0.809222
D:\biztech\preprocessed_images\person_068\img_17.jpg,D:\biztech\preprocessed_images\person_074\img_17.jpg,0,person_068,person_074,negative,-0.049510
D:\biztech\preprocessed_images\person_388\img_02.jpg,D:\biztech\preprocessed_images\person_388\img_04.jpg,1,person_388,person_388,positive,0.870591
D:\biztech\preprocessed_images\person_058\img_08.jpg,D:\biztech\preprocessed_images\person_058\img_10.jpg,1,person_058,person_058,positive,0.577592
D:\biztech\preprocessed_images\person_406\img_02.jpg,D:\biztech\preprocessed_images\person_406\img_04.jpg,1,person_406,person_406,positive,0.616227
D:\biztech\preprocessed_images\person_218\img_06.jpg,D:\biztech\preprocessed_images\person_160\img_02.jpg,0,person_218,person_160,negative,-0.215011
D:\biztech\preprocessed_images\person_239\img_01.jpg,D:\biztech\preprocessed_images\person_239\img_05.jpg,1,person_239,person_239,positive,0.388762
D:\biztech\preprocessed_images\person_221\img_01.jpg,D:\biztech\preprocessed_images\person_274\img_03.jpg,0,person_221,person_274,negative,0.058346
D:\biztech\preprocessed_images\person_068\img_10.jpg,D:\biztech\preprocessed_images\person_068\img_14.jpg,1,person_068,person_068,positive,0.760151
D:\biztech\preprocessed_images\person_600\img_01.jpg,D:\biztech\preprocessed_images\person_239\img_06.jpg,0,person_600,person_239,negative,-0.118987
D:\biztech\preprocessed_images\person_282\img_05.jpg,D:\biztech\preprocessed_images\person_353\img_02.jpg,0,person_282,person_353,negative,-0.023945
D:\biztech\preprocessed_images\person_277\img_04.jpg,D:\biztech\preprocessed_images\person_349\img_03.jpg,0,person_277,person_349,negative,0.109872
D:\biztech\preprocessed_images\person_388\img_04.jpg,D:\biztech\preprocessed_images\person_274\img_01.jpg,0,person_388,person_274,negative,0.112902
D:\biztech\preprocessed_images\person_388\img_02.jpg,D:\biztech\preprocessed_images\person_607\img_03.jpg,0,person_388,person_607,negative,0.356798
D:\biztech\preprocessed_images\person_282\img_02.jpg,D:\biztech\preprocessed_images\person_168\img_02.jpg,0,person_282,person_168,negative,0.172306
D:\biztech\preprocessed_images\person_274\img_01.jpg,D:\biztech\preprocessed_images\person_274\img_04.jpg,1,person_274,person_274,positive,0.586568
D:\biztech\preprocessed_images\person_226\img_03.jpg,D:\biztech\preprocessed_images\person_226\img_06.jpg,1,person_226,person_226,positive,0.584924
D:\biztech\preprocessed_images\person_160\img_03.jpg,D:\biztech\preprocessed_images\person_160\img_07.jpg,1,person_160,person_160,positive,0.897501
D:\biztech\preprocessed_images\person_007\img_37.jpg,D:\biztech\preprocessed_images\person_576\img_02.jpg,0,person_007,person_576,negative,-0.148554
D:\biztech\preprocessed_images\person_275\img_01.jpg,D:\biztech\preprocessed_images\person_275\img_05.jpg,1,person_275,person_275,positive,0.646348
D:\biztech\preprocessed_images\person_095\img_11.jpg,D:\biztech\preprocessed_images\person_033\img_25.jpg,0,person_095,person_033,negative,0.034222
D:\biztech\preprocessed_images\person_128\img_02.jpg,D:\biztech\preprocessed_images\person_128\img_05.jpg,1,person_128,person_128,positive,0.632471
D:\biztech\preprocessed_images\person_096\img_06.jpg,D:\biztech\preprocessed_images\person_096\img_15.jpg,1,person_096,person_096,positive,0.441517
D:\biztech\preprocessed_images\person_026\img_14.jpg,D:\biztech\preprocessed_images\person_026\img_17.jpg,1,person_026,person_026,positive,0.697280
D:\biztech\preprocessed_images\person_072\img_04.jpg,D:\biztech\preprocessed_images\person_225\img_02.jpg,0,person_072,person_225,negative,-0.044419
D:\biztech\preprocessed_images\person_349\img_04.jpg,D:\biztech\preprocessed_images\person_272\img_05.jpg,0,person_349,person_272,negative,0.172060
D:\biztech\preprocessed_images\person_160\img_05.jpg,D:\biztech\preprocessed_images\person_349\img_05.jpg,0,person_160,person_349,negative,0.410566
D:\biztech\preprocessed_images\person_105\img_12.jpg,D:\biztech\preprocessed_images\person_105\img_14.jpg,1,person_105,person_105,positive,0.161773
D:\biztech\preprocessed_images\person_072\img_10.jpg,D:\biztech\preprocessed_images\person_072\img_15.jpg,1,person_072,person_072,positive,0.454078
D:\biztech\preprocessed_images\person_128\img_01.jpg,D:\biztech\preprocessed_images\person_081\img_10.jpg,0,person_128,person_081,negative,-0.073409
D:\biztech\preprocessed_images\person_096\img_06.jpg,D:\biztech\preprocessed_images\person_096\img_14.jpg,1,person_096,person_096,positive,0.417149
D:\biztech\preprocessed_images\person_271\img_01.jpg,D:\biztech\preprocessed_images\person_272\img_01.jpg,0,person_271,person_272,negative,-0.235987
D:\biztech\preprocessed_images\person_349\img_04.jpg,D:\biztech\preprocessed_images\person_081\img_11.jpg,0,person_349,person_081,negative,0.116556
D:\biztech\preprocessed_images\person_470\img_03.jpg,D:\biztech\preprocessed_images\person_604\img_01.jpg,0,person_470,person_604,negative,-0.007437
D:\biztech\preprocessed_images\person_275\img_05.jpg,D:\biztech\preprocessed_images\person_047\img_15.jpg,0,person_275,person_047,negative,0.024695
D:\biztech\preprocessed_images\person_559\img_01.jpg,D:\biztech\preprocessed_images\person_559\img_03.jpg,1,person_559,person_559,positive,0.764246
D:\biztech\preprocessed_images\person_297\img_04.jpg,D:\biztech\preprocessed_images\person_324\img_01.jpg,0,person_297,person_324,negative,0.013156
D:\biztech\preprocessed_images\person_143\img_06.jpg,D:\biztech\preprocessed_images\person_090\img_13.jpg,0,person_143,person_090,negative,-0.239722
D:\biztech\preprocessed_images\person_582\img_01.jpg,D:\biztech\preprocessed_images\person_251\img_07.jpg,0,person_582,person_251,negative,-0.250810
D:\biztech\preprocessed_images\person_095\img_10.jpg,D:\biztech\preprocessed_images\person_028\img_28.jpg,0,person_095,person_028,negative,0.163505
D:\biztech\preprocessed_images\person_225\img_02.jpg,D:\biztech\preprocessed_images\person_225\img_06.jpg,1,person_225,person_225,positive,0.263011
D:\biztech\preprocessed_images\person_253\img_02.jpg,D:\biztech\preprocessed_images\person_253\img_05.jpg,1,person_253,person_253,positive,0.651686
D:\biztech\preprocessed_images\person_576\img_01.jpg,D:\biztech\preprocessed_images\person_607\img_04.jpg,0,person_576,person_607,negative,-0.035183
D:\biztech\preprocessed_images\person_045\img_07.jpg,D:\biztech\preprocessed_images\person_045\img_12.jpg,1,person_045,person_045,positive,0.288652
D:\biztech\preprocessed_images\person_160\img_04.jpg,D:\biztech\preprocessed_images\person_160\img_05.jpg,1,person_160,person_160,positive,0.660865
D:\biztech\preprocessed_images\person_176\img_01.jpg,D:\biztech\preprocessed_images\person_460\img_02.jpg,0,person_176,person_460,negative,0.029456
D:\biztech\preprocessed_images\person_168\img_08.jpg,D:\biztech\preprocessed_images\person_168\img_09.jpg,1,person_168,person_168,positive,0.709838
D:\biztech\preprocessed_images\person_433\img_01.jpg,D:\biztech\preprocessed_images\person_082\img_03.jpg,0,person_433,person_082,negative,-0.197180
D:\biztech\preprocessed_images\person_197\img_06.jpg,D:\biztech\preprocessed_images\person_058\img_15.jpg,0,person_197,person_058,negative,0.031510
D:\biztech\preprocessed_images\person_105\img_07.jpg,D:\biztech\preprocessed_images\person_239\img_04.jpg,0,person_105,person_239,negative,-0.325215
D:\biztech\preprocessed_images\person_031\img_11.jpg,D:\biztech\preprocessed_images\person_031\img_13.jpg,1,person_031,person_031,positive,0.373069
D:\biztech\preprocessed_images\person_096\img_02.jpg,D:\biztech\preprocessed_images\person_096\img_03.jpg,1,person_096,person_096,positive,0.864513
D:\biztech\preprocessed_images\person_368\img_04.jpg,D:\biztech\preprocessed_images\person_095\img_15.jpg,0,person_368,person_095,negative,0.212784
D:\biztech\preprocessed_images\person_251\img_03.jpg,D:\biztech\preprocessed_images\person_324\img_05.jpg,0,person_251,person_324,negative,0.071249
D:\biztech\preprocessed_images\person_100\img_08.jpg,D:\biztech\preprocessed_images\person_100\img_09.jpg,1,person_100,person_100,positive,0.554204
D:\biztech\preprocessed_images\person_164\img_02.jpg,D:\biztech\preprocessed_images\person_364\img_05.jpg,0,person_164,person_364,negative,-0.286090
D:\biztech\preprocessed_images\person_282\img_03.jpg,D:\biztech\preprocessed_images\person_282\img_06.jpg,1,person_282,person_282,positive,0.600151
D:\biztech\preprocessed_images\person_096\img_02.jpg,D:\biztech\preprocessed_images\person_460\img_04.jpg,0,person_096,person_460,negative,-0.078690
D:\biztech\preprocessed_images\person_253\img_01.jpg,D:\biztech\preprocessed_images\person_253\img_02.jpg,1,person_253,person_253,positive,0.233562
D:\biztech\preprocessed_images\person_345\img_02.jpg,D:\biztech\preprocessed_images\person_345\img_04.jpg,1,person_345,person_345,positive,0.483811
D:\biztech\preprocessed_images\person_406\img_03.jpg,D:\biztech\preprocessed_images\person_430\img_03.jpg,0,person_406,person_430,negative,0.166052
D:\biztech\preprocessed_images\person_345\img_03.jpg,D:\biztech\preprocessed_images\person_324\img_04.jpg,0,person_345,person_324,negative,-0.122639
D:\biztech\preprocessed_images\person_168\img_05.jpg,D:\biztech\preprocessed_images\person_285\img_02.jpg,0,person_168,person_285,negative,0.376266
D:\biztech\preprocessed_images\person_100\img_08.jpg,D:\biztech\preprocessed_images\person_235\img_07.jpg,0,person_100,person_235,negative,0.066959
D:\biztech\preprocessed_images\person_058\img_01.jpg,D:\biztech\preprocessed_images\person_033\img_06.jpg,0,person_058,person_033,negative,-0.082927
D:\biztech\preprocessed_images\person_285\img_05.jpg,D:\biztech\preprocessed_images\person_353\img_04.jpg,0,person_285,person_353,negative,-0.036841
D:\biztech\preprocessed_images\person_576\img_01.jpg,D:\biztech\preprocessed_images\person_576\img_02.jpg,1,person_576,person_576,positive,0.753258
D:\biztech\preprocessed_images\person_253\img_05.jpg,D:\biztech\preprocessed_images\person_239\img_04.jpg,0,person_253,person_239,negative,-0.264711
D:\biztech\preprocessed_images\person_575\img_01.jpg,D:\biztech\preprocessed_images\person_095\img_03.jpg,0,person_575,person_095,negative,0.133994
D:\biztech\preprocessed_images\person_274\img_01.jpg,D:\biztech\preprocessed_images\person_274\img_02.jpg,1,person_274,person_274,positive,0.419775
D:\biztech\preprocessed_images\person_031\img_04.jpg,D:\biztech\preprocessed_images\person_460\img_01.jpg,0,person_031,person_460,negative,0.078977
D:\biztech\preprocessed_images\person_374\img_03.jpg,D:\biztech\preprocessed_images\person_374\img_05.jpg,1,person_374,person_374,positive,0.135735
D:\biztech\preprocessed_images\person_217\img_04.jpg,D:\biztech\preprocessed_images\person_217\img_08.jpg,1,person_217,person_217,positive,0.785169
D:\biztech\preprocessed_images\person_460\img_04.jpg,D:\biztech\preprocessed_images\person_147\img_05.jpg,0,person_460,person_147,negative,-0.328866
D:\biztech\preprocessed_images\person_072\img_12.jpg,D:\biztech\preprocessed_images\person_072\img_13.jpg,1,person_072,person_072,positive,0.263902
D:\biztech\preprocessed_images\person_559\img_02.jpg,D:\biztech\preprocessed_images\person_433\img_01.jpg,0,person_559,person_433,negative,-0.102179
D:\biztech\preprocessed_images\person_160\img_02.jpg,D:\biztech\preprocessed_images\person_160\img_05.jpg,1,person_160,person_160,positive,0.668659
D:\biztech\preprocessed_images\person_239\img_01.jpg,D:\biztech\preprocessed_images\person_601\img_03.jpg,0,person_239,person_601,negative,-0.171475
D:\biztech\preprocessed_images\person_234\img_07.jpg,D:\biztech\preprocessed_images\person_368\img_04.jpg,0,person_234,person_368,negative,0.524827
D:\biztech\preprocessed_images\person_058\img_12.jpg,D:\biztech\preprocessed_images\person_058\img_16.jpg,1,person_058,person_058,positive,0.228428
D:\biztech\preprocessed_images\person_090\img_01.jpg,D:\biztech\preprocessed_images\person_277\img_01.jpg,0,person_090,person_277,negative,0.557447
D:\biztech\preprocessed_images\person_324\img_01.jpg,D:\biztech\preprocessed_images\person_197\img_04.jpg,0,person_324,person_197,negative,-0.029407
D:\biztech\preprocessed_images\person_229\img_05.jpg,D:\biztech\preprocessed_images\person_229\img_07.jpg,1,person_229,person_229,positive,0.765248
D:\biztech\preprocessed_images\person_082\img_05.jpg,D:\biztech\preprocessed_images\person_082\img_17.jpg,1,person_082,person_082,positive,0.874428
D:\biztech\preprocessed_images\person_575\img_02.jpg,D:\biztech\preprocessed_images\person_282\img_06.jpg,0,person_575,person_282,negative,0.007357
D:\biztech\preprocessed_images\person_007\img_18.jpg,D:\biztech\preprocessed_images\person_007\img_41.jpg,1,person_007,person_007,positive,0.559863
D:\biztech\preprocessed_images\person_274\img_02.jpg,D:\biztech\preprocessed_images\person_274\img_06.jpg,1,person_274,person_274,positive,0.723357
D:\biztech\preprocessed_images\person_104\img_02.jpg,D:\biztech\preprocessed_images\person_104\img_06.jpg,1,person_104,person_104,positive,0.820210
D:\biztech\preprocessed_images\person_277\img_01.jpg,D:\biztech\preprocessed_images\person_582\img_02.jpg,0,person_277,person_582,negative,0.592292
D:\biztech\preprocessed_images\person_474\img_01.jpg,D:\biztech\preprocessed_images\person_474\img_02.jpg,1,person_474,person_474,positive,0.779288
D:\biztech\preprocessed_images\person_221\img_04.jpg,D:\biztech\preprocessed_images\person_221\img_05.jpg,1,person_221,person_221,positive,0.670474
D:\biztech\preprocessed_images\person_045\img_07.jpg,D:\biztech\preprocessed_images\person_274\img_03.jpg,0,person_045,person_274,negative,0.194775
D:\biztech\preprocessed_images\person_007\img_22.jpg,D:\biztech\preprocessed_images\person_349\img_02.jpg,0,person_007,person_349,negative,-0.163550
D:\biztech\preprocessed_images\person_105\img_09.jpg,D:\biztech\preprocessed_images\person_105\img_10.jpg,1,person_105,person_105,positive,0.446628
D:\biztech\preprocessed_images\person_081\img_04.jpg,D:\biztech\preprocessed_images\person_081\img_14.jpg,1,person_081,person_081,positive,0.790829
D:\biztech\preprocessed_images\person_607\img_02.jpg,D:\biztech\preprocessed_images\person_471\img_01.jpg,0,person_607,person_471,negative,0.143465
D:\biztech\preprocessed_images\person_518\img_01.jpg,D:\biztech\preprocessed_images\person_167\img_02.jpg,0,person_518,person_167,negative,-0.115100
D:\biztech\preprocessed_images\person_471\img_01.jpg,D:\biztech\preprocessed_images\person_471\img_04.jpg,1,person_471,person_471,positive,0.647215
D:\biztech\preprocessed_images\person_368\img_03.jpg,D:\biztech\preprocessed_images\person_167\img_08.jpg,0,person_368,person_167,negative,-0.018172
D:\biztech\preprocessed_images\person_324\img_05.jpg,D:\biztech\preprocessed_images\person_345\img_05.jpg,0,person_324,person_345,negative,-0.136566
D:\biztech\preprocessed_images\person_234\img_07.jpg,D:\biztech\preprocessed_images\person_217\img_07.jpg,0,person_234,person_217,negative,0.053499
D:\biztech\preprocessed_images\person_275\img_04.jpg,D:\biztech\preprocessed_images\person_411\img_05.jpg,0,person_275,person_411,negative,0.226184
D:\biztech\preprocessed_images\person_224\img_02.jpg,D:\biztech\preprocessed_images\person_234\img_01.jpg,0,person_224,person_234,negative,-0.118891
D:\biztech\preprocessed_images\person_301\img_01.jpg,D:\biztech\preprocessed_images\person_301\img_04.jpg,1,person_301,person_301,positive,0.542883
D:\biztech\preprocessed_images\person_368\img_01.jpg,D:\biztech\preprocessed_images\person_368\img_02.jpg,1,person_368,person_368,positive,0.253561
D:\biztech\preprocessed_images\person_058\img_03.jpg,D:\biztech\preprocessed_images\person_058\img_08.jpg,1,person_058,person_058,positive,0.435592
D:\biztech\preprocessed_images\person_128\img_09.jpg,D:\biztech\preprocessed_images\person_128\img_10.jpg,1,person_128,person_128,positive,0.814666
D:\biztech\preprocessed_images\person_160\img_08.jpg,D:\biztech\preprocessed_images\person_389\img_05.jpg,0,person_160,person_389,negative,-0.004309
D:\biztech\preprocessed_images\person_605\img_03.jpg,D:\biztech\preprocessed_images\person_374\img_05.jpg,0,person_605,person_374,negative,-0.052265
D:\biztech\preprocessed_images\person_364\img_02.jpg,D:\biztech\preprocessed_images\person_364\img_04.jpg,1,person_364,person_364,positive,0.763959
D:\biztech\preprocessed_images\person_128\img_02.jpg,D:\biztech\preprocessed_images\person_128\img_06.jpg,1,person_128,person_128,positive,0.470688
D:\biztech\preprocessed_images\person_096\img_14.jpg,D:\biztech\preprocessed_images\person_368\img_04.jpg,0,person_096,person_368,negative,-0.260417
D:\biztech\preprocessed_images\person_550\img_01.jpg,D:\biztech\preprocessed_images\person_474\img_04.jpg,0,person_550,person_474,negative,0.691036
D:\biztech\preprocessed_images\person_068\img_03.jpg,D:\biztech\preprocessed_images\person_068\img_15.jpg,1,person_068,person_068,positive,0.588977
D:\biztech\preprocessed_images\person_096\img_01.jpg,D:\biztech\preprocessed_images\person_433\img_02.jpg,0,person_096,person_433,negative,0.062556
D:\biztech\preprocessed_images\person_226\img_01.jpg,D:\biztech\preprocessed_images\person_226\img_05.jpg,1,person_226,person_226,positive,0.355066
D:\biztech\preprocessed_images\person_168\img_04.jpg,D:\biztech\preprocessed_images\person_168\img_09.jpg,1,person_168,person_168,positive,0.090589
D:\biztech\preprocessed_images\person_559\img_02.jpg,D:\biztech\preprocessed_images\person_604\img_02.jpg,0,person_559,person_604,negative,-0.095076
D:\biztech\preprocessed_images\person_389\img_04.jpg,D:\biztech\preprocessed_images\person_389\img_05.jpg,1,person_389,person_389,positive,0.630962
D:\biztech\preprocessed_images\person_095\img_08.jpg,D:\biztech\preprocessed_images\person_147\img_04.jpg,0,person_095,person_147,negative,-0.045388
D:\biztech\preprocessed_images\person_167\img_01.jpg,D:\biztech\preprocessed_images\person_167\img_03.jpg,1,person_167,person_167,positive,0.709612
D:\biztech\preprocessed_images\person_096\img_12.jpg,D:\biztech\preprocessed_images\person_096\img_14.jpg,1,person_096,person_096,positive,0.775630
D:\biztech\preprocessed_images\person_033\img_02.jpg,D:\biztech\preprocessed_images\person_033\img_20.jpg,1,person_033,person_033,positive,0.244511
D:\biztech\preprocessed_images\person_095\img_07.jpg,D:\biztech\preprocessed_images\person_433\img_01.jpg,0,person_095,person_433,negative,0.209259
D:\biztech\preprocessed_images\person_026\img_27.jpg,D:\biztech\preprocessed_images\person_380\img_04.jpg,0,person_026,person_380,negative,0.017344
D:\biztech\preprocessed_images\person_028\img_06.jpg,D:\biztech\preprocessed_images\person_380\img_02.jpg,0,person_028,person_380,negative,-0.059904
D:\biztech\preprocessed_images\person_605\img_04.jpg,D:\biztech\preprocessed_images\person_176\img_08.jpg,0,person_605,person_176,negative,-0.012764
D:\biztech\preprocessed_images\person_460\img_03.jpg,D:\biztech\preprocessed_images\person_221\img_01.jpg,0,person_460,person_221,negative,0.265642
D:\biztech\preprocessed_images\person_270\img_06.jpg,D:\biztech\preprocessed_images\person_349\img_03.jpg,0,person_270,person_349,negative,0.335768
D:\biztech\preprocessed_images\person_474\img_03.jpg,D:\biztech\preprocessed_images\person_100\img_13.jpg,0,person_474,person_100,negative,-0.298603
D:\biztech\preprocessed_images\person_096\img_01.jpg,D:\biztech\preprocessed_images\person_096\img_12.jpg,1,person_096,person_096,positive,0.494287
D:\biztech\preprocessed_images\person_147\img_07.jpg,D:\biztech\preprocessed_images\person_115\img_04.jpg,0,person_147,person_115,negative,-0.116241
D:\biztech\preprocessed_images\person_274\img_04.jpg,D:\biztech\preprocessed_images\person_272\img_03.jpg,0,person_274,person_272,negative,-0.197167
D:\biztech\preprocessed_images\person_045\img_09.jpg,D:\biztech\preprocessed_images\person_045\img_10.jpg,1,person_045,person_045,positive,0.724222
D:\biztech\preprocessed_images\person_474\img_02.jpg,D:\biztech\preprocessed_images\person_364\img_04.jpg,0,person_474,person_364,negative,-0.208470
D:\biztech\preprocessed_images\person_253\img_03.jpg,D:\biztech\preprocessed_images\person_253\img_05.jpg,1,person_253,person_253,positive,0.798947
D:\biztech\preprocessed_images\person_389\img_01.jpg,D:\biztech\preprocessed_images\person_433\img_04.jpg,0,person_389,person_433,negative,-0.009731
D:\biztech\preprocessed_images\person_576\img_02.jpg,D:\biztech\preprocessed_images\person_349\img_01.jpg,0,person_576,person_349,negative,-0.060110
D:\biztech\preprocessed_images\person_582\img_01.jpg,D:\biztech\preprocessed_images\person_582\img_02.jpg,1,person_582,person_582,positive,0.615048
D:\biztech\preprocessed_images\person_081\img_08.jpg,D:\biztech\preprocessed_images\person_081\img_10.jpg,1,person_081,person_081,positive,0.661040
D:\biztech\preprocessed_images\person_518\img_02.jpg,D:\biztech\preprocessed_images\person_082\img_14.jpg,0,person_518,person_082,negative,-0.158392
D:\biztech\preprocessed_images\person_007\img_37.jpg,D:\biztech\preprocessed_images\person_007\img_68.jpg,1,person_007,person_007,positive,0.511870
D:\biztech\preprocessed_images\person_105\img_12.jpg,D:\biztech\preprocessed_images\person_518\img_01.jpg,0,person_105,person_518,negative,-0.040720
D:\biztech\preprocessed_images\person_430\img_02.jpg,D:\biztech\preprocessed_images\person_277\img_04.jpg,0,person_430,person_277,negative,-0.036379
D:\biztech\preprocessed_images\person_072\img_04.jpg,D:\biztech\preprocessed_images\person_028\img_03.jpg,0,person_072,person_028,negative,-0.170703
D:\biztech\preprocessed_images\person_600\img_02.jpg,D:\biztech\preprocessed_images\person_368\img_05.jpg,0,person_600,person_368,negative,0.247380
D:\biztech\preprocessed_images\person_143\img_07.jpg,D:\biztech\preprocessed_images\person_275\img_05.jpg,0,person_143,person_275,negative,0.164946
D:\biztech\preprocessed_images\person_100\img_03.jpg,D:\biztech\preprocessed_images\person_100\img_04.jpg,1,person_100,person_100,positive,0.749159
D:\biztech\preprocessed_images\person_285\img_02.jpg,D:\biztech\preprocessed_images\person_285\img_03.jpg,1,person_285,person_285,positive,0.456699
D:\biztech\preprocessed_images\person_601\img_02.jpg,D:\biztech\preprocessed_images\person_582\img_04.jpg,0,person_601,person_582,negative,-0.175376
D:\biztech\preprocessed_images\person_031\img_13.jpg,D:\biztech\preprocessed_images\person_031\img_31.jpg,1,person_031,person_031,positive,0.273732
D:\biztech\preprocessed_images\person_471\img_02.jpg,D:\biztech\preprocessed_images\person_471\img_04.jpg,1,person_471,person_471,positive,0.651872
D:\biztech\preprocessed_images\person_275\img_05.jpg,D:\biztech\preprocessed_images\person_143\img_03.jpg,0,person_275,person_143,negative,-0.003690
